query,positive,negative,positive_source,negative_source
,"high risk 
marginalized 
communities 
accelerated, and 
resilience of the 
community built 
against the 
disaster risk by 
adopting an 
integrated and 
holistic approach 
linking DRR and 
No. of 
communities/VDCs 
supported with CRM 
activities: bio -
engineering, 
livelihood and forest 
development 
activities in Riu -
khola 
Maadi 
municipali
ty (earlier 
4 VDCs) 
supported 
with CRM","monitoring. 
o Preparation of Local Disaster Risk Management Plans 
(LDRMP) of four VDCs: Irkhu, Bhotsepa, Sipapokhare, 
Badegaun and 2 wards of Chautara municipality (earlier 
Kuvinde VDC) have been initiated. 
Progress on ""Resilient Communities through Building Back Better"" Project – ECHO funded",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What's the role of community groups in helping with recovery efforts after a disaster?,"ty (earlier 
4 VDCs) 
supported 
with CRM 
activities 
by UNDP, 
but 
continued 
support 
identified. 
4 CBDRMCs o f 
Maadi 
municipality 
supported 
Agreement 
signed with 
6 CBOs 
under MCGs 
Completion 
of MCG 
activities. 
About 
15,000 
households 
from two 
districts 
supported 
with three 
types of 
activities: 
Bio-
engineering, 
livelihood 
promotion 
and 
LDRMP at 
Maadi level","promotion 
and 
LDRMP at 
Maadi level 
in place. 6 
CBOs 
implementi
ng MCG 
activities as 
per LDRMP. 
Project 
completion 
reports 
December, 2016 ANNUAL PROGRESS REPORT 
 
19 | P a g e  
   
Project Output 
statement 
Output indicator Baseline Cumulative 
Target for 
2013 - 2017 
Progress up 
to 2015 
 2016 
Milestone 
2016 
Progress 
Cumulative 
progress 
up to 2016 
Means of 
verification",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
,"promotion 
and 
LDRMP at 
Maadi level 
in place. 6 
CBOs 
implementi
ng MCG 
activities as 
per LDRMP. 
Project 
completion 
reports 
December, 2016 ANNUAL PROGRESS REPORT 
 
19 | P a g e  
   
Project Output 
statement 
Output indicator Baseline Cumulative 
Target for 
2013 - 2017 
Progress up 
to 2015 
 2016 
Milestone 
2016 
Progress 
Cumulative 
progress 
up to 2016 
Means of 
verification","ty (earlier 
4 VDCs) 
supported 
with CRM 
activities 
by UNDP, 
but 
continued 
support 
identified. 
4 CBDRMCs o f 
Maadi 
municipality 
supported 
Agreement 
signed with 
6 CBOs 
under MCGs 
Completion 
of MCG 
activities. 
About 
15,000 
households 
from two 
districts 
supported 
with three 
types of 
activities: 
Bio-
engineering, 
livelihood 
promotion 
and 
LDRMP at 
Maadi level",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What happens when different groups and organizations come together to respond to a major emergency?,"progress 
up to 2016 
Means of 
verification 
livelihood 
improvement. 
(MDGTFI/KOICA: 
Chitwan and 
Sindhupalchowk) 
restoration 
of 
community 
small 
infrastructur
es 
CPAP Output 7.4 National preparedness and emergency systems are able to effectively prepare for and respond to hazard -related disaster  
Emergency 
facility provided 
and strengthened 
as per Flagship 
Area 2;  
EOC network is","Adaptation measures (i.e. income generation activities, plantations, etc.), and supports the 
implementation of community based disaster risk management plans (CBDRMPs) in coordination 
with NRRC Flagship 4 partners. (This component contributes to CPAP output 7.3). 
 
4. Emergency Preparedness and Response and Early Recovery (EPRER):",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do they have a system in place to coordinate responses to emergencies in all the affected areas?,"as per Flagship 
Area 2;  
EOC network is 
functional to 
effectively 
coordinate for 
emergency 
preparedness and 
response 
No. of EOCs 
established/activate 
and strengthened, 
SOP finalized. 
16 DE OCs 
and 1 
NEOC in  
2013, No 
SOP 
EOC network 
reaches to 30 
districts, SOP 
prepared & 
implemented 
1 NEOC, 5 
REOC, 5 
MEOCs, 45 
DEOCs, SOP 
drafted 
Establishme
nt of 4 
DEOCs in EQ","EQ 2015, District Emergency Operation Centers ( DEOCs) were established and activated in four 
December, 2016 ANNUAL PROGRESS REPORT 
 
2 | P a g e  
 
  
additional districts- Gorkha, Nuwakot, Rasuwa a nd Solukhumbu, strengthening the network now 
comprising 56 EOCs across the country including National Emergency Operation Center (NEOC)",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
,"drafted 
Establishme
nt of 4 
DEOCs in EQ 
affected 
districts 
replacing 
previous 4 
MEOCs. SOP 
for DEOC 
finalized 
4 DEOCs 
(Gorkha, 
Solukhumbu
, Nuwakot 
and Rasuwa) 
established. 
DEOC SOP 
prepared. 
1 NEOC, 5 
REOCs, 1 
MEOCs1, 49 
DEOCs 
established, 
SOP for 
NEOC and 
DEOC 
finalized 
Reports 
No. of EOC staff 
trained 
No trained 
staff on 
SAHANA/
DIMS 
Staff of all EOCs","as per Flagship 
Area 2;  
EOC network is 
functional to 
effectively 
coordinate for 
emergency 
preparedness and 
response 
No. of EOCs 
established/activate 
and strengthened, 
SOP finalized. 
16 DE OCs 
and 1 
NEOC in  
2013, No 
SOP 
EOC network 
reaches to 30 
districts, SOP 
prepared & 
implemented 
1 NEOC, 5 
REOC, 5 
MEOCs, 45 
DEOCs, SOP 
drafted 
Establishme
nt of 4 
DEOCs in EQ",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do you think there's a specific number of these emergency centers in the country that are supposed to be fully functional?,"staff on 
SAHANA/
DIMS 
Staff of all EOCs 
trained on 
SAHANA/DIMS 
219 staff  
from all 
EOCs trained 
on 
SAHANA/DI
MS 
Train 
additional 
100 staffs 
4 DIMS 
trainings 
done. 113 
staff from 
EOCs 
trained. 
332 staff 
from all 
EOCs 
trained on 
SAHANA/DI
MS 
Report 
Strengthening 
support to EOC 
network 
Network of 
56 EOCs 
Functional EOC 
network in 
country 
Network of 
56 EOCs","network in 
country 
Network of 
56 EOCs 
functional 
Further 
support 
need based 
3 EOCs: 
NEOC, 
Surkeht 
REOC and 
Sindhupalch
owk DEOC 
supported 
with IT 
Person 
All EOCs 
functioning 
at varying 
degrees. 
EOCs have 
been 
supported 
with IT, 
logistic, and 
Reports",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Is the way they're supporting those emergency centers with technology and supplies kind of like how we handle disaster recovery?,"network in 
country 
Network of 
56 EOCs 
functional 
Further 
support 
need based 
3 EOCs: 
NEOC, 
Surkeht 
REOC and 
Sindhupalch
owk DEOC 
supported 
with IT 
Person 
All EOCs 
functioning 
at varying 
degrees. 
EOCs have 
been 
supported 
with IT, 
logistic, and 
Reports","as per Flagship 
Area 2;  
EOC network is 
functional to 
effectively 
coordinate for 
emergency 
preparedness and 
response 
No. of EOCs 
established/activate 
and strengthened, 
SOP finalized. 
16 DE OCs 
and 1 
NEOC in  
2013, No 
SOP 
EOC network 
reaches to 30 
districts, SOP 
prepared & 
implemented 
1 NEOC, 5 
REOC, 5 
MEOCs, 45 
DEOCs, SOP 
drafted 
Establishme
nt of 4 
DEOCs in EQ",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
"What happened to the other emergency centers, did they become smaller or more limited in some way?","1 Four MEOCs were converted into 4 DEOCs (Solukhumbu, Rasuwa, Nuwakot and Gorkha) as per MoHA and MoFALD decision, so now only Kathmandu MEOC 
exists. 
December, 2016 ANNUAL PROGRESS REPORT 
 
20 | P a g e  
   
Project Output 
statement 
Output indicator Baseline Cumulative 
Target for 
2013 - 2017 
Progress up 
to 2015 
 2016 
Milestone 
2016","Orientation, Nepalganj 
CDO of Rasuwa Mr. Krishna Prasad Adhikari activating 
DEOC, April 2016, Rasuwa 
December, 2016 ANNUAL PROGRESS REPORT 
 
32 | P a g e  
 
  
Table 4: Output wise annual budget and corresponding expenditures 
     Amount in US$ 
Output  Annual 
Budget  
Annual Expenditure 
through project 
Annual 
Expenditure 
through UNDP 
Total Expenditure Budget 
Utilization%",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
,"Progress up 
to 2015 
 2016 
Milestone 
2016 
Progress 
Cumulative 
progress 
up to 2016 
Means of 
verification 
other 
accessories 
National ER 
systems 
strengthened 
National ER 
Framework 
developed 
No NERF 
(Jan 2015) 
National ER 
Framework in 
place 
Draft Preparation 
of National 
ER 
Framework 
Framework 
finalized 
National ER 
Framework 
prepared 
with 
MoFALD 
Document","Sub Total Activity Result 5         142,139 139,37
9.77 98%   
                    
Policy 
Framework 
and key 
capacities 
for Early 
Recovery 
strengthene
d  (ATLAS 
Activity 5) 
Disseminate and roll out 
the National ER 
Framework 
ER Cluster 
Strengthening 
ER Cluster 
strengthened, 80% 
Baidu 
Foundati
on 
1,000   
    
Baidu 
Foundati
on 
4,300",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Is there a specific set of guidelines or protocols that officials need to follow in order to handle disaster situations?,"prepared 
with 
MoFALD 
Document 
 
 
 
 
 
 
 
December, 2016 ANNUAL PROGRESS REPORT 
 
21 | P a g e  
 
  
Progress on Output - Government officials at all levels have the capacity to lead and 
implement systems and policies to effectively manage disaster risks and to adapt to the 
climate change. (UNDAF/CPAP Output 7.1).","progress 
up to 2016 
Means of 
verification 
CPAP Output 7.1: Government officials at all levels have the capacity to lead and implement systems and policies to effectively manage disaster risks and  
adapt to climate change 
National 
DRR/CCA policy 
frameworks 
supported, Focal 
points are 
capable of 
coordinate 
D/CRM functions,   
Development of 
National DRR Policy 
and Strategic Action",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What's the process like when governments deal with big natural disasters like earthquakes?,"climate change. (UNDAF/CPAP Output 7.1). 
The project continued support to the government agencies for strengthening 
policy and legal frameworks in the context of Third World Conference on 
Disaster Risk Reduction (WCDRR), Sendai 2015, the  mega Gorkha 
Earthquake 2015 and Asian Ministerial Conference on Disaster Risk 
Reduction (AMCDRR), New Delhi 2016 . Technical support to the Ministry of","contributes to CPAP output 7.2). 
 
3. Integrated Climate Risk Management (ICRM):  
This component aims to enhance the capacities of local communities in responding to disaster 
and climate risks. It focuses on training local communities on the early warning system, search 
and rescue, and other  social and technical aspects. It also promotes Climate Change (CC)",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What happens with these kinds of reports after they're translated and printed?,"Home Affairs (MoHA) has been provided to conduct a study on ""Gorkha 
Earthquake 2015: Learning and Experience""; the study has been completed 
and the report in the form of a book has been printed out. For wider sharing, 
the report is being translated into English as well. Further, to better 
disseminate the learning s and experience, two episodes of Video","Ministry of Home Affairs (MoHA) and in consultation with all DRR stakeholders including donors 
and development partners. A study report on ""Gorkha Earthquake 2015: Learning and Experience"" 
has been printed and to better communicate the learning and experience, two episodes of Video 
Documentary have also been developed and aired by Nepal Television on 15th October, 2016 (first",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Is the government in Nepal working on a plan to help deal with emergencies and disasters?,"Documentary have also been developed and aired by Nepal Television on 
15th October, 2016 (first episode) and on 30th Nov, 2016 (second episode).  
In the context of the Sendai Framework 2015-2030, National DRR Policy and 
Strategic Action Plan formulation has also begun under leadership of the 
Ministry of Home Affairs (MoHA) and in consultation with DRR stakeholders","Ministry of Home Affairs (MoHA) and in consultation with all DRR stakeholders including donors 
and development partners. A study report on ""Gorkha Earthquake 2015: Learning and Experience"" 
has been printed and to better communicate the learning and experience, two episodes of Video 
Documentary have also been developed and aired by Nepal Television on 15th October, 2016 (first",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How does a country prepare its government officials for handling disaster situations?,"including donors. In order to improve the overall institutional systems for 
disaster risk management & climate change adaptation, orientation workshop was organized in Sep 2016 for 
the national DRR/CCA focal point system to strengthen the operational and technical capacities of senior 
officials of different ministries and departments who are responsible for ensuring DRR/CCA as a polic y","and aired through Nepal TV for wider dissemination. With lead role of National Planning 
Commission, a Mainstreaming Guideline for Disaster Risk Reduction and Climate Change Adaptation 
(DRR-CCA) has been drafted in a participatory manner after regional consultations carried out for 
all the five development regions since 2014 and a  national workshop in Sep 2016. A study was",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Is it true that there are specific steps to make sure disaster planning is actually carried out effectively?,"priority, allocating sufficient financial resources and encouraging multi -stakeholder partnerships for 
implementation. 
Similarly, tech nical support to the National Planning 
Commission is continued for mainstreaming the 
disaster risk reduction in national level planning and 
implementation process. A study was carried out on 
""Risk informed planning"" with an objective to ensure","episode) and on 30th Nov, 2016 (second episode). 
Technical support to the National Planning Commission  (NPC) on mainstreaming disaster risk 
reduction in national level planning and implementation process led to a study on ""Risk informed 
planning"" ensuring issues of disaster and climate risk management are well addressed in the",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What kind of follow-up events are typically held after these regional workshops?,"the issue of  disaster and climate risk management is 
well addressed in the fourteenth periodic plan 
2016/17-2018/019. Further, a regional level DRR 
mainstreaming workshop was held in Biratnagar for 
eastern region stakeholders, this was the fourth in 
series- three were  organized in 2015. Following up 
these regional workshops, a national workshop was","carried out on “Risk  Informed Development Planning” by the project which was utilized by the 
National Planning Commission (NPC) for 14th Three-Year Periodic Development Plan. These efforts 
are expected to contribute to increase in allocations by government ministries in Disaster/Climate 
Risk Management (D/CRM) from the 4.85% in 2014 (UNDP/CDRMP) in coming years. Disaster Risk",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Is there a certain group of people being trained to help with rebuilding in areas that were affected by an earthquake?,"also organized in Sep 2016 to consolidate the learning, 
issues, gaps and way forward for effective 
mainstreaming of DRR in the planning process. A 
mainstreaming guideline for DRR-CCA has been drafted 
under leadership of the National Planning Commission. 
In order to support the Government of Nepal for developing a pool of trained masons in EQ affected districts,","fourteenth periodic plan 2016/17 -2018/019. Consolidation of learning, issues, gaps and way 
forward for effective mainstreaming of DRR in the planning process was achieved through  a 
Mainstreaming Guideline on DRR-CCA drafted based on a regional level DRR mainstreaming 
workshop held in Biratnaga r for eastern region stakeholders  (fourth in series - one for central",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Was there a focus on training people to help rebuild after a major earthquake?,"UNDP has been training trainers and local working masons for safe r constructions in partnership with 
Council for Technical Education and Vocational Training Centre (CTEVT). During the progress period, 4 
events of Master ToT was organized and 81 trainers including 3 women were trained. In addition, ten events 
Cover page of the Book - ""Gorkha 
EQ 2015: Experience and Learning""","(ATLAS 
Activity 2) 
Support to enhance 
capacity of 
teachers/trainers of CTEVT 
for imparting trainings for 
masons in safe 
construction practices; to 
train masons including 
online roster following skill 
tests 
Ongoing 
partnership 
2 TOT and 10 
events of mason 
trainings 
conducted 
100% 
TRAC 6,025       
TRAC 39       
CPR TTF 22,862       
CPR 
TRUST 60,885   
    
CPR TTF 1,829",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do they have some way to make sure buildings are safe in areas that are prone to big earthquakes?,"EQ 2015: Experience and Learning"" 
NPC Vice-Chair Dr. Yubaraj Khatiwada, UNDP DCD Ms. Sophie 
Kemhadze and other guests in regional workshop, Biratnagar 
December, 2016 ANNUAL PROGRESS REPORT 
 
22 | P a g e  
 
  
of masons training were conducted in different districts and a total of 200  masons including 11 women were 
trained.","1 curriculum 
revised, 65 
trainers (4 
women) and 
176 masons  
(4 women)  
trained 
75 trainers 
and 204 
masons 
trained 
81 trainers 
including 3 
women and 
200 masons 
with 11 
women 
trained 
1 
curriculum 
revised, 146 
trainers (7 
women) 
and 376 
masons (15 
women) 
trained 
Curriculum, 
training 
reports",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do communities in certain areas have some kind of plan in place to deal with natural disasters?,"trained. 
A study entitled ""Landslide Hazard Assessment in EQ affected districts"" has also been carried out for Gorkha, 
Dhading and Rasuwa districts with techni cal support from Tribhuvan University 's Mountain Engineering 
Research Unit (MERU). 
  
Progress on Output - Urban Populations are better able to prepare for and manage hazard","15 | P a g e  
   
Project Output 
statement 
Output indicator Baseline Cumulative 
Target for 
2013 - 2017 
Progress up 
to 2015 
 2016 
Milestone 
2016 
Progress 
Cumulative 
progress 
up to 2016 
Means of 
verification 
""Landslide Hazard 
Assessment in EQ 
affected districts"" 
No study 
after EQ 
2015 (Jan 
2016) 
One study to be 
carried out 
Conceptualiz
ed 
Completion 
of the study",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do we have plans in place for making buildings and neighborhoods safer in areas that aren't as prone to disasters?,"and climate change adaptation risk. (UNDAF/CPAP Output 7.2). 
This component of CDRMP has been addressing the issues of safer constructions practices through national 
building code implementation and implementation of risk sensitive land use plans. The scope of this  
component has been expanded, merely in Kathmandu valley earlier, outside the Kathmandu valley in the","contributed 
through “Risk 
Informed 
Planning” study; 
mainstreaming 
guideline for 
DRR-CCA 
drafted. 
2016 CDRMP 
Output 7.2 Urban 
Populations are 
better able to 
prepare for and 
manage hazard and 
climate change 
adaptation risk 
 
National Building Codes 
implemented in 
municipalities of 
Kathmandu Valley 
0 VDCs in 
KV, No 
RSLUP, 0 
Municipal
ity 
outside 
KV 
6 urbanizing 
VDCs and 3",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What kind of support was provided to the municipalities in the affected areas?,"context of post -Earthquake (EQ) 2015. The project activities have been carried out in Gorkha, 
Sindhupalchowk, Kavre and Dolakha districts in addition to t he Kathmandu Valley in awareness raising, 
technology research and demonstration, and providing institutional support to the municipalities. The key 
achievements made in 2016 have been briefed below.","2016:  
• Awareness raising on earthquake and safe construction practices in EQ affected districts, Gorkha, 
Sindhupalchowk and Dolakha have been effective to motivate local people for adoption of safe 
construction practices for reconstruction. It has also created enabled environment for project 
implementation. 
• Implementation of project activities under MCG through LDRMCs/CBDRMCs/Women",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How does a city go about putting a system in place to handle all the permits and paperwork for new buildings?,"UNDP/CDRMP has been supporting KMC and LSMC for 
electronic-building permit system (eBPS) since 2012. KMC 
formally launched the system in 2015. The project continued 
support to Lalitpur Sub -metropolitan city and in addition to 
Kirtipur municipality as well in establishment of electronic -
building permit system (eB PS). Both the municipalities have","2016 have formally launched electronic building permit system (eBPS)  which has made obtaining permits 
easy for ho use-builders as well as municipality through streamlined and efficient processes leading to 
improved governance. Manual Building Permit system has been adopted by 8 other municipalities in the",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Was this part of some bigger project to help people affected by a disaster?,"successfully established the system and formally launched 
implementation of eBPS in 2016 under their jurisdiction.  
Design competition for rural housing -“Design Competition of 
Rural Housing, 2015” was organized between 29th Dec 2015- 
1st Jan 2016 in 
coordination with the Ministry of Urban Development and in 
technical support from Nepal Engineers Association (NEA).","2016 have formally launched electronic building permit system (eBPS)  which has made obtaining permits 
easy for ho use-builders as well as municipality through streamlined and efficient processes leading to 
improved governance. Manual Building Permit system has been adopted by 8 other municipalities in the",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
How did they narrow down the designs to just award a few of them as replicable?,"Applications were called from the two categories: professional and 
student. Initially, 138 participants for professional and 75 for 
student category registered for the competition. However, only 62 
designs (47 designs from professional and 15 from student) were 
received. Total of 18 des igns (14 from professional and 4 from 
students) were finally awarded as replicable designs. Then Hon'ble","PM Mr. K.P. Oli distributed the award in the ceremony in which over 
300 participants from different institutions took part. The PM 
acknowledged the eff ort and shared that the selected from the 
winning ones would be further considered for replication in 
recovery/reconstruction effort. Following the design competition, a joint technical evaluation committee led",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What happens to the teams that actually win these competitions?,"PM Mr. K.P. Oli distributed the award in the ceremony in which over 
300 participants from different institutions took part. The PM 
acknowledged the eff ort and shared that the selected from the 
winning ones would be further considered for replication in 
recovery/reconstruction effort. Following the design competition, a joint technical evaluation committee led","Applications were called from the two categories: professional and 
student. Initially, 138 participants for professional and 75 for 
student category registered for the competition. However, only 62 
designs (47 designs from professional and 15 from student) were 
received. Total of 18 des igns (14 from professional and 4 from 
students) were finally awarded as replicable designs. Then Hon'ble",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Are there specific districts in an area that got hit by some kind of natural disaster that are being prioritized for rebuilding or repairing?,"by MoUD further reviewed the submitted design s and final 15 designs have been submitted to MoUD for 
endorsement and inclusion in the Housing Technology Catalogue Volume -II in order to support safer re -
construction in the EQ affected districts. Moreover, UNDP/CDRMP also supported DUDBC in finalization  of","the Volume II catalogue on alternative technologies, through procurement of experts in reviewing the 
 e-BPS launch event, Lalitpur Sub-Metropolitan City 
Hon'ble PM KP Oli distributing prizes for selected 
designs for rual housing 
December, 2016 ANNUAL PROGRESS REPORT 
 
23 | P a g e  
 
  
submitted technologies. The selected technologies have been forwarded by DUDBC to MOUD for formal",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Did they use a process to narrow down the options for selected technologies before sending them off for further approval?,"the Volume II catalogue on alternative technologies, through procurement of experts in reviewing the 
 e-BPS launch event, Lalitpur Sub-Metropolitan City 
Hon'ble PM KP Oli distributing prizes for selected 
designs for rual housing 
December, 2016 ANNUAL PROGRESS REPORT 
 
23 | P a g e  
 
  
submitted technologies. The selected technologies have been forwarded by DUDBC to MOUD for formal","been formally operationalized by Kirtipur municipality and Lalitpur Sub Metropolitan city in 2016, 
Kathmandu Metropolitan City had formalized in 2015. Ministry of Urban Development has approved the 
Retrofitting guidelines and RSLUP of Kathmandu Valley, project's housing designs have been included in the",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Can the UN really reach people in remote areas where disasters might strike?,"approval. 
Awareness raising activities for safer house construction at 
rural level were conducted in various VDCs and few 
municipalities in Sindhupalchowk, Gorkha and Dolakha 
districts. A new initiative of UNDP - ""Mobile Video Van- MTC 
Campaigns"" was mobilized in over 11 4 VDCs in the three 
districts through which over 18 ,571 house owners/farmers","Sindhupalchowk) were added in 2016 exclusively to address post EQ 2015 contexts by facilitating safer 
reconstruction of houses. The project continued its community level activities in 3 VDCs (Kunathari, Gadhi 
and Lekhgaun) of Surkhet, Maadi municipality of Chitwan, 4 VDCs/municipality in (Haibung, Bhotechaur,",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Does the training for these masons include any kind of follow-up support to help the people they advise actually put what they've been told into practice?,"were oriented on earthquake safe house construction 
practices. Similarly, intensive technical counseling at hou se 
level was also conducted through another initiative ""One 
Mason One VDC - Awaas Nirman Sathi (ANS)"". ANS - 
trained/lead mason was oriented and sent to VDC level for 
providing on-site technical suggestions to house owners. ANS","Ten Awas 
Nirman 
Saathi 
(trained 
masons with 
social skills) 
and two 
Mobile 
Clinics reach 
out to 
affected 
households 
to facilitate 
their 
construction 
plans to be 
consistent 
with build 
back better 
principles  
(ATLAS 
Activity 3) 
3.1: Selection, orientation 
and deployment of Awas 
Nirman Saathis (trained 
masons with social skills) 
to 10 VDCs   
10 ANS has been 
selected,",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
Do we have some kind of building codes or guidelines for areas prone to earthquakes?,"could reach about 2,000 HHs in 54 VDCs of Sindhupalchowk. 
Similarly, technological research and demonstration for 
supporting reconstruction in the EQ affected districts, piloting 
of four different initiatives namely (i) construction of 
prototype for GI contained stone masonry building, (ii) 
construction of prototype for Compressed Stabilized Earthen","7.10 Innovation 
Several innovative works were carried out in 2016. T echnological research and demonstration for 
supporting reconstruction in the EQ affected districts  were carried out through four different initiatives 
namely (i) construction of prototype for GI contained stone masonry building, (ii) construction of prototype",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
What happened in the Majhigaun area that's being used as an example for this new approach?,"Block (CSEB), (iii) upcycled Debris Block preparation and (iv) 
re-clustering of settlement have been successfully completed 
and the results are going to be disseminated. The fourth one 
is about the innovative idea, for developing re -clustering 
approach and process manual by the Government of Nepal.  
The concept has been piloted in Majhigaun, Melamchi area of 
Sindhupalchowk district.","for Compressed Stabilized Earthen Block (CSEB), (iii) upcycled Debris Block preparation and (iv) re -
clustering of settlement . The fourth one is  for developing re -clustering approach and process manual to 
support the Government of Nepal.  The concept has been piloted in Majhigaun, Melamchi area of",10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf,10b495d541bde688ebfea7ce2d15dbd8f163ec818657ead3663acb6511bd9560.pdf
